"","V1","V2","V3","V4","V5"
"1",0.423537305125501,-0.517830674292054,-0.544284790905658,-0.383625772898085,-0.680013042304199
"2",0.0149555720505306,-0.1826306792791,0.207005541585386,-0.0523183803656139,0.370480738929473
"3",-0.60001394348219,-0.228099871904124,-0.37090773411328,0.154946838784963,0.687170360074379
"4",0.466041170945391,0.433753344067372,0.46209514986258,0.619419773155823,0.499140373419505
"5",-0.122956258978229,0.517824660649058,-0.179245985602029,0.0166610233834945,0.129385143576656
"6",-0.268070992187131,0.557252914784476,-0.615906796895433,-0.474326626048423,-0.588297178409994
"7",-0.229284921532962,-0.401496798044536,0.601907772268169,-0.885924969299231,0.331616001774091
"8",0.522959815419745,-0.793561533687171,0.598346885154024,0.0943750221398658,-0.158435456291772
"9",0.0505268109031021,0.152391132805497,-0.293354732973967,0.330308186612092,0.702558072214015
"10",0.355466245731805,-0.319555090286303,0.289719930768479,-0.744478851323947,-0.734952029201668
"11",-0.360665365599562,-0.0926439307979308,0.757962416717783,0.132101215072908,-0.345609167939983
"12",0.236286353541072,0.32485760244308,0.0594089493504726,0.399589953524992,-0.536323768272996
"13",0.657983727403916,-0.647468749096151,-0.562059469975065,-0.938230817578733,-0.0366668754373677
"14",-0.529534104315098,0.906465768825728,-0.225990793306846,-0.437771815794986,0.0731578515726141
"15",0.820831345685292,0.640066987473983,0.429691068804823,0.208457913785242,-0.0652705814689398
"16",-0.814751109539065,0.091003916237969,-0.0835368065047077,0.746693471050821,-0.753381065756548
"17",0.56330898363376,-0.386282447201665,0.349814105173573,0.282692581263837,0.559268784406595
"18",-0.0194642268936149,0.837647603161167,-0.969040448137093,-0.81291006624233,-0.143373407283798
"19",-0.731834818457719,0.0192970192991198,-0.323889114614576,-0.766405636165291,-0.221580799412914
"20",0.198301662818994,0.983022630214691,-0.70246480521746,0.494635527033825,0.187343659682665
"21",0.123009015643038,-0.461920933309011,-0.411603167478461,-0.168144214106724,-0.635157402884215
"22",-0.958693961368408,0.889190734794829,0.663323549646884,-0.57558954769047,0.761195704084821
"23",-0.153206703288015,-0.578028858161997,-0.485892366140615,0.652258000394795,0.964544964779634
"24",0.882833064510487,0.695962172397412,0.882298841059673,0.412802904774435,0.836915009154473
"25",-0.579667396959849,-0.661942324275151,-0.125599108706228,-0.285651644389145,0.535438155254815
"26",0.267203289293684,-0.120192839950323,-0.878101873316336,0.826693906728178,0.0243593947263434
"27",0.731384655786678,-0.977703225146979,0.0483152763335966,-0.653703207173385,0.896912047674414
"28",0.777736849512439,-0.886075651738793,0.95359665203141,0.857975882617757,-0.439427369041368
"29",-0.328804257127922,0.787235185340978,0.390144519053865,0.598986871982925,0.444744277547579
"30",0.620949881325942,-0.0172225806047208,0.828928507270757,-0.032838345260825,-0.864582223736215
"31",-0.489763523219153,-0.90673372449819,0.174031902418938,-0.9823319684132,-0.481925954821054
"32",-0.885873181803618,0.367566899675876,0.727180567407049,-0.236145141185261,-0.814554499497172
"33",-0.448774256755132,-0.252311110915616,0.922465038613882,-0.11154584500473,0.911630285298452
"34",0.964800970733631,0.478490705555305,-0.817902899696492,-0.508985613659024,-0.907654950825963
"35",-0.781091844500043,0.298469945485704,-0.783751627919264,0.523651906382292,0.628321289212909
"36",0.914643887523562,0.139602275751531,0.136774044437334,0.963156252494082,0.213268601882737
"37",-0.0950384127208963,0.748759390611667,-0.658963752922136,0.796300447185058,-0.965219211287331
"38",-0.932488464692142,-0.815333962999284,-0.918512112169992,-0.342271569732111,-0.350741821725387
"39",-0.683906732674222,-0.71129548617173,0.539989483193494,0.949775828968268,-0.28636265314417
"40",0.317212912125979,0.224884985107928,-0.0140119399409742,-0.603802533634007,0.297912184370216
