ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10,ID11,ID12,ID13,ID14,ID15,ID16,ID17,ID18,ID19,ID20,ID21,ID22,ID23,ID24,ID25,ID26,ID27,ID28,ID29,ID30,ID31,ID32,ID33,ID34,ID35,ID36,ID37,ID38,ID39,ID40
-12.1231011393,-11.174718377,-11.1040205458,-12.6568981626,-12.5697262681,-11.4173713933,-10.7017381732,-13.5150794735,-12.1813966314,-11.0843715704,-10.9614556143,-11.7854531739,-11.4768308061,-11.8596137671,-12.5978205908,-11.4086172975,-10.9774081967,-11.0116642563,-11.0411078157,-12.2807300698,-12.1936206582,-10.8335531547,-11.382672926,-11.4124905208,-11.9468515808,-11.2853148305,-14.6665328732,-13.1739033072,-12.3124769693,-11.9720904566,-8.6555911244,-11.7045605009,-11.8308175896,-11.3097543912,-12.288558517,-12.8688866717,-11.9105612039,-11.4858671924,-13.5635685979,-11.908568137
-12.0779868168,-11.0801518873,-11.0038276084,-12.4243007271,-12.3632099685,-11.2376256544,-10.6441641924,-13.5030914802,-12.0069065682,-11.001884789,-10.8551000517,-11.6165665256,-11.4405176504,-11.6077599101,-12.3333364402,-11.2841073313,-10.8975495127,-10.8044875965,-10.9330322207,-11.9778153329,-12.1363880192,-10.5490683357,-11.3146441446,-11.0975815323,-11.8872680431,-11.1777875444,-14.5872407329,-13.2119890543,-12.0208426657,-11.8439012374,-8.6264619851,-11.5349448946,-11.7290887869,-11.1194527747,-12.0962572716,-12.7044709272,-11.666109607,-11.4950255096,-13.5683224725,-11.7570875051
-12.0205191982,-10.9694917051,-10.8880636667,-12.1719012731,-12.1369792859,-11.0386036963,-10.5750304513,-13.4837391245,-11.8145662807,-10.9071880236,-10.7323229266,-11.4280928002,-11.3972312473,-11.335427596,-12.0483330879,-11.1425181857,-10.80284953,-10.5778583883,-10.8086891284,-11.6544059247,-12.065251375,-10.2461285238,-11.2323494413,-10.7643344188,-11.8187764679,-11.0545794392,-14.509946581,-13.2444948487,-11.7091692261,-11.6977658475,-8.5975586879,-11.3453364034,-11.6109029301,-10.9093141724,-11.8852718359,-12.5209729608,-11.3996551952,-11.5009017796,-13.5625721214,-11.5874043551
-11.9495924906,-10.8420110724,-10.7560035858,-11.8991637389,-11.890336219,-10.8194888578,-10.4931286103,-13.455599724,-11.6038320342,-10.7993397138,-10.5923837798,-11.219526757,-11.3459394891,-11.0420149733,-11.7425495398,-10.9830853028,-10.6923037735,-10.3309437361,-10.6670632871,-11.3102587597,-11.9792061151,-9.9241702381,-11.1348259455,-10.4126356696,-11.7401600866,-10.9149336012,-14.4334468204,-13.2699851118,-11.3772034491,-11.5328426065,-8.5678832703,-11.1351766073,-11.4755895098,-10.6784647675,-11.6551184935,-12.3178028537,-11.1110507054,-11.5021514177,-13.5449848818,-11.3987560427
-11.8641118339,-10.6968977415,-10.6069877394,-11.6058414124,-11.6229174947,-10.5796930887,-10.397536007,-13.4175327022,-11.3742343283,-10.6773834473,-10.4345197919,-10.9902167148,-11.2854689073,-10.7271961473,-11.4155674414,-10.805242674,-10.5652776318,-10.0631916388,-10.5074034738,-10.9452573031,-11.8771527974,-9.5829235829,-11.0213057301,-10.0421661127,-11.6502565974,-10.7581581429,-14.3566156574,-13.2872683154,-11.0249051063,-11.3485528096,-8.5365851898,-10.903857747,-11.3224986206,-10.426438213,-11.4051892189,-12.0944750395,-10.8001321089,-11.4974081905,-13.514363422,-11.1905116773
-11.7630186746,-10.5335725674,-10.4403223362,-11.291631962,-11.334368888,-10.3186950625,-10.2873023507,-13.3681696326,-11.1252291081,-10.5403970366,-10.2581888563,-10.7397867187,-11.2147743932,-10.3905378183,-11.0673864424,-10.6082781923,-10.4211072041,-9.7738995169,-10.3290621351,-10.5595037564,-11.7582737074,-9.2219628285,-10.8909153692,-9.6529415555,-11.5479773673,-10.5837368678,-14.2782613711,-13.2949584244,-10.6521476788,-11.1443813793,-8.5026338992,-10.6508923475,-11.1508660829,-10.1526376911,-11.1352111333,-11.850391461,-10.4668946076,-11.4855575586,-13.4695701938,-10.9622293905
-11.6454522049,-10.3514792863,-10.2555212122,-10.9564726354,-11.0244228095,-10.0360759467,-10.1614742176,-13.3063444485,-10.8565689284,-10.3874230964,-10.0629066263,-10.4680092734,-11.1327438925,-10.0318696678,-10.6979053011,-10.3919401606,-10.2590862412,-9.4627261167,-10.1313048051,-10.1529888252,-11.6217718242,-8.8411683073,-10.7430174068,-9.2449939757,-11.4322191578,-10.3912565079,-14.1971926505,-13.2917007048,-10.2592167227,-10.9197425248,-8.4649399035,-10.3760482271,-10.9603182694,-9.8566751299,-10.8449443734,-11.5853365038,-10.111577069,-11.4651481939,-13.4094906297,-10.713290668
-11.5105379946,-10.1501548437,-10.0522081313,-10.6003814931,-10.6931102569,-9.7316180351,-10.0191587971,-13.2308192705,-10.5680309198,-10.2177807416,-9.8482729415,-10.1746017797,-11.0383559352,-9.6510905532,-10.3072309226,-10.1557688058,-10.0787617269,-9.1292444527,-9.913648079,-9.7261320924,-11.4667833241,-8.4404189041,-10.577039165,-8.8183969828,-11.3020006962,-10.1802603268,-14.112177993,-13.2763144088,-9.8461701829,-10.6744258567,-8.4226417089,-10.0789771993,-10.7503717374,-9.53839547,-10.5342053806,-11.2990834767,-9.7343088477,-11.4350909251,-13.3330850481,-10.4434858361
-11.3574084724,-9.9293465334,-9.8299697162,-10.2234585665,-10.3402649232,-9.4050644564,-9.8596740789,-13.1405251121,-10.2594539545,-10.030739390900001,-9.6139137284,-9.8597149723,-10.9307405488,-9.2482270399,-9.8956499682,-9.8996058116,-9.8796968677,-8.7732606273,-9.6757037937,-9.2792456693,-11.2926180602,-8.0197543454,-10.3924059823,-8.3735395868,-11.1564510378,-9.9505040877,-14.0218348615,-13.2473994313,-9.4134876191,-10.4081865341,-8.3745485786,-9.7597812621,-10.5206612131,-9.1974577272,-10.2030941976,-10.9914955308,-9.3356867246,-11.3940936457,-13.2393800501,-10.1524390332
-11.1853973343,-9.6886824226,-9.5886179573,-9.8260655966,-9.9661773583,-9.0564445415,-9.6822853207,-13.034273157,-9.9309228947,-9.8256929323,-9.3597858407,-9.5232469754,-10.8089145971,-8.823386132,-9.4634616183,-9.6233820703,-9.6615377449,-8.3946112194,-9.4170434276,-8.8127910658,-11.0988106802,-7.5792751833,-10.1887086582,-7.9107197245,-10.9947033725,-9.7019261436,-13.9249566437,-13.2039716573,-8.9616047394,-10.1208987341,-8.3198370467,-9.4183527560999991,-10.2710445261,-8.8340691364,-9.8515605607,-10.6627000562,-8.9162155728,-11.3410796012,-13.1277027674,-9.8401266604
-10.9939191846,-9.4281625785,-9.3280962119,-9.4085087314,-9.5710257184,-8.6857809728,-9.4864623208,-12.9111495564,-9.5824494212,-9.6021472332,-9.0857391034,-9.1656088395,-10.671986121,-8.376800978,-9.0111517345,-9.3270096772,-9.4241172411,-7.9932992988,-9.1375525162,-8.3273229738,-10.8847959311,-7.1192047845,-9.9656483092,-7.4303784848,-10.8159529374,-9.4343356165,-13.8203075056,-13.1446727394,-8.4910589663,-9.8126511959,-8.2573811827,-9.0549880433,-10.0013582801,-8.4481994583,-9.4800286428,-10.3127097833,-8.4765457018,-11.274895469,-12.9971136142,-9.506486246
-10.7824449978,-9.1477324574,-9.0482950488,-8.9712953926,-9.155161952,-8.293272429,-9.271664721,-12.7702837108,-9.2143904337,-9.3597673821,-8.7918600307,-8.7870668324,-10.519294658,-7.9089813792,-8.5392377966,-9.0108744786,-9.1672359975,-7.5694932317,-8.8370149184,-7.8236254625,-10.6503184429,-6.6399993939,-9.7229997911,-6.9331414137,-10.6196109354,-9.1479115111,-13.7065682007,-13.0685166782,-8.0025996168,-9.4834427535,-8.1863125127,-8.6699305599,-9.7115998539,-8.0400944006,-9.0887235394,-9.9420203935,-8.0175406222,-11.1946701586,-12.847026682,-9.1515943014
-10.5506713991,-8.8474340664,-8.7494030688,-8.515046535,-8.7190914026,-7.8793177859,-9.0376401109,-12.6107833143,-8.8270113798,-9.0981925522,-8.478305848,-8.3880808855,-10.3501026608,-7.4202502,-8.0486020591,-8.6750654405,-8.89101803,-7.1232969381,-8.5155725082,-7.302429455,-10.3950324125,-6.1419404547,-9.4607130742,-6.4196952453,-10.4051237253,-8.8427119411,-13.5826155109,-12.9744853539,-7.496855408,-9.1337604024,-8.1056491951,-8.2636098797,-9.4019321189,-7.6101036114,-8.6780783546,-9.5509016755,-7.5400511264,-11.0994194218,-12.6768634239,-8.775605549
