ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10,ID11,ID12,ID13,ID14,ID15,ID16,ID17,ID18,ID19,ID20,ID21,ID22,ID23,ID24,ID25,ID26,ID27,ID28,ID29,ID30,ID31,ID32,ID33,ID34,ID35,ID36,ID37,ID38,ID39,ID40
-8.8255226709,-8.394860062,-8.4162557669,-8.5749704519,-8.3157419874,-8.0284038043,-8.1166512268,-9.1402686093,-8.5509736361,-8.4390392697,-8.2721538116,-8.3960431684,-8.0507009244,-8.0236095414,-8.5942236605,-8.1817081167,-8.5269003961,-7.884535499,-8.2833132737,-8.1486754134,-8.7991602898,-7.8565960963,-8.747253585,-8.0806985696999991,-8.3137363378,-8.3254670014,-9.4698903673,-9.5013088121,-8.261232159,-8.561376297,-8.3605085558,-8.3490338072,-8.8103150051,-8.284451549,-8.4590057492,-8.8597340457,-8.5062553413,-8.5161145234,-8.3552509562,-8.324907539
-8.0832213979,-7.6209319784,-7.6367883735,-7.7600120227,-7.5148193436,-7.2394448708,-7.3616289301,-8.4124460293,-7.7482708576,-7.6694070666,-7.4982484963,-7.6205484996,-7.2951344676,-7.2102895671,-7.7795257432,-7.4128887854,-7.7592660418,-7.0800364407,-7.5096913772,-7.3177649854,-8.0537120764,-7.0213025546,-7.9753003415,-7.2338116902,-7.5485918104,-7.5485010743,-8.7107898877,-8.7837914076,-7.4282651656,-7.799189834,-7.561059237,-7.5761075107,-8.027889226,-7.5052667364,-7.6516056203,-8.0730682993,-7.7128449445,-7.7366419177,-7.626362977,-7.5331372086
-7.3120169316,-6.8026002315,-6.8152456003,-6.8948878402,-6.6681371549,-6.4071276309,-6.573886225,-7.6617160616,-6.8905370057,-6.8636539612,-6.6766463085,-6.7917352892,-6.5162073232,-6.3682487002,-6.9232837611,-6.5905451538,-6.957272929,-6.2447101836,-6.6835762241,-6.4601275886,-7.2771248028,-6.1570836745,-7.1748588119,-6.349958484,-6.7585492302,-6.7248297177,-7.9305815679,-8.043473902,-6.5612466172,-6.9852799282,-6.7408949246,-6.7510053494,-7.2041065928,-6.6783972665,-6.7904320685,-7.2304310134,-6.8820043401,-6.9356678484,-6.8743497863,-6.6870580426
-6.4970090361,-5.982975547,-5.9870469828,-6.0404118095,-5.829470831,-5.5816754109,-5.7560846691,-6.8729237081,-6.0484660565,-6.0393723322,-5.8628075812,-5.9770917659,-5.6924759443,-5.515813776,-6.0671097694,-5.7839401935,-6.126386404,-5.4019107858,-5.8709556119,-5.5901293346,-6.4614119029,-5.2831521273,-6.3265220516,-5.4645493482,-5.9221651016,-5.9065456404,-7.1262982077,-7.272461849,-5.6874184247,-6.1825794968,-5.8933123628,-5.9390525283,-6.3698994716,-5.8612486166,-5.9440722907,-6.4022919434,-6.0447962029,-6.0995409619,-6.0789600065,-5.8571950752
-5.6981647503,-5.1438843045,-5.14209748,-5.1638738641,-4.9687107177,-4.7345268409,-4.9405082379,-6.0725335169,-5.1843490488,-5.207919838,-5.0269301502,-5.1415271832,-4.8881235138,-4.6494050513,-5.1877986981,-4.9547270603,-5.294758541,-4.5435853154,-5.0346956495,-4.706909769,-5.6552309878,-4.3953195551,-5.4967513147,-4.5592417642,-5.1021683004,-5.0667351648,-6.2845732805,-6.4690229044,-4.7954294254,-5.3555213459,-5.0131911675,-5.1058722372,-5.5202795428,-5.0220871783,-5.0771572014,-5.5506884239,-5.18615254,-5.247994113,-5.2921875448,-5.0068503064
-4.8768141239,-4.2895997711,-4.2825424577,-4.2674560775,-4.0904414831,-3.871485662,-4.1100372867,-5.26831501,-4.3037937827,-4.3634237181,-4.175501296,-4.286289696,-4.0568390937,-3.7668965204,-4.2930069169,-4.1097607764,-4.4478380534,-3.6711290173,-4.1824856631,-3.8061269907,-4.8300659529,-3.4921403953,-4.6393888285,-3.6412490055,-4.2536195791999996,-4.2114701062,-5.4559886268,-5.6836101695,-3.8893023292,-4.5114767365,-4.1546831759,-4.2525322386,-4.6557567514,-4.1640295645,-4.1914201081,-4.6815278064,-4.3119106836,-4.3998702113,-4.482381929,-4.1396319682
-4.0382997793,-3.4207714872,-3.4084895212,-3.3590055106,-3.2017773843,-2.9983826944,-3.2644659459,-4.4523163626,-3.4082489883,-3.5052157116,-3.3102831208,-3.4158026214,-3.2158804538,-2.8706293995,-3.3852510714,-3.2509254885,-3.5851624094,-2.7854859584,-3.3166711567,-2.8910862899,-3.987669419,-2.5757423568,-3.7651048963,-2.7113628836,-3.3943093915,-3.3422080841,-4.6073795657,-4.8677739668,-2.9693219264,-3.6527093189,-3.2667945047,-3.384865266,-3.7762473834,-3.2947954372,-3.290639555,-3.796285573,-3.4220414906,-3.5376688571,-3.665672721,-3.2572570583
-3.1864074705,-2.5397208993,-2.521973258,-2.4352954514,-2.2959768749,-2.1078591304,-2.4063196755,-3.6183100817,-2.5015594634,-2.6352368851,-2.4345815075,-2.5329544526,-2.366320836,-1.9586649724,-2.4584671663,-2.3814178372,-2.7091093618,-1.8842487745,-2.4407996412,-1.9608818659,-3.1311979552,-1.6442466891,-2.8779583949,-1.7652878335,-2.5244613479,-2.461988035,-3.7563977432,-4.0435253907,-2.033167362,-2.7828349962,-2.3763389949,-2.5037702912,-2.8836633715,-2.4088169347,-2.3785956397,-2.8987302693,-2.5134369598,-2.6589063424,-2.8369025553,-2.3642212905
-2.3236537207,-1.6498345159,-1.6267285875,-1.4991895718,-1.3793903946,-1.2071713313,-1.5388751285,-2.7736441952,-1.5793936456,-1.7571778413,-1.5490517352,-1.6356236887,-1.5081190815,-1.0347470196,-1.5201333592,-1.4963147904,-1.8231816781,-0.9712890198,-1.5510833822,-1.01916185,-2.2635831545,-0.7015712903,-1.979679044,-0.8094706831,-1.6438287135,-1.5725594989,-2.8880622526,-3.2119402417,-1.0856237186,-1.8991440656,-1.4791360553,-1.6084356327,-1.9818298564,-1.5105316183,-1.4528069021,-1.9840667596,-1.591427813,-1.7725564049,-1.9961170078,-1.456928329
-1.4533785519,-0.7462833332,-0.7179295755,-0.5527444075,-0.4526687681,-0.2963766064,-0.6633855234,-1.9216404285,-0.6489433602,-0.8689051429,-0.6518464044,-0.7270669719,-0.6433819612,-0.1007474839,-0.571009584,-0.602753454,-0.9280001604,-0.0488803943,-0.652021924,-0.0670152461,-1.3878864954,0.2505008398,-1.0732677667,0.1548537513,-0.7544910464,-0.6708487713,-2.0165438513,-2.3681016166,-0.1283576211,-1.0039299958,-0.5718575231,-0.7016042188,-1.0662883531,-0.6014472784,-0.5170037363,-1.0598835471,-0.6574482733,-0.8806286385,-1.1461335552,-0.5405556827
