ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10,ID11,ID12,ID13,ID14,ID15,ID16,ID17,ID18,ID19,ID20,ID21,ID22,ID23,ID24,ID25,ID26,ID27,ID28,ID29,ID30,ID31,ID32,ID33,ID34,ID35,ID36,ID37,ID38,ID39,ID40
-10.2748143127,-11.3096790901,-11.9706236678,-11.4953988679,-10.6786249419,-10.2737181016,-10.8364855645,-10.9587991306,-12.1755054602,-10.0034546735,-10.8613153319,-10.6702928796,-10.077825805,-10.4052362798,-10.2325334663,-10.1006033105,-11.5462466616,-10.7841219526,-10.8315910058,-10.3170033669,-10.3311653295,-11.4216765747,-12.328887498,-11.4318418104,-10.6813632544,-10.5603068258,-12.1141767574,-11.0062688826,-10.9513983641,-9.9051644875,-9.9897062866,-10.0611433863,-12.9374734433,-10.1935647472,-11.950217861,-11.176806301,-10.2439287003,-10.475144366,-10.5061143288,-11.1405912605
-10.2375201522,-11.2701774064,-11.9322650892,-11.4077405411,-10.6012287294,-10.2049490788,-10.812697216,-10.9323894814,-12.1047885633,-9.9613461079,-10.8190909147,-10.6059228647,-10.0555618142,-10.3195627814,-10.1403242657,-10.0537104183,-11.5153571502,-10.700665617,-10.7773919546,-10.2215900809,-10.2933481509,-11.3360909644,-12.304351349,-11.3382223941,-10.6608262823,-10.518630526900001,-12.0856297927,-10.9807217285,-10.8563317276,-9.8544064113,-9.9689452209,-9.9988617754,-12.8901438933,-10.1211256344,-11.8744882423,-11.1038689921,-10.158292104,-10.4501581774,-10.4907235249,-11.0752562774
-10.1967882966,-11.2268088888,-11.890161119,-11.3161667263,-10.5194970577,-10.1314373711,-10.7853903375,-10.9032247756,-12.030197924,-9.9159951475,-10.7730413809,-10.5368281208,-10.0305202151,-10.22917886,-10.0439114506,-10.0027575492,-11.4808802612,-10.6119233862,-10.7187244698,-10.1219084033,-10.2519448811,-11.2467053885,-12.2766220596,-11.2418436589,-10.6378632163,-10.4732886826,-12.0553572493,-10.9526355444,-10.757399857,-9.7995573496,-9.9467683785,-9.9318373381,-12.8389812687,-10.0437739711,-11.7947989651,-11.0267761909,-10.0673138015,-10.4234912581,-10.4725628301,-11.0056817024
-10.1526049429,-11.1795154854,-11.8442459382,-11.2206520173,-10.433413287,-10.053164537,-10.7545136228,-10.8712268204,-11.9517005368,-9.8673460576,-10.7231189808,-10.4629773514,-10.00266779,-10.1340606656,-9.9433200052,-9.9476990326,-11.4427607667,-10.5178892443,-10.6555997867,-10.0179257414,-10.2069376084,-11.1534523849,-12.2456666565,-11.1426407354,-10.6124064291,-10.4242427867,-12.0232661449,-10.9219323807,-10.6545893161,-9.7406115402,-9.9231087706,-9.8600525296,-12.7839227386,-9.9615061109,-11.7111178317,-10.945515712,-9.9710252708,-10.3950748951,-10.4515350609,-10.9318523068
-10.1049381882,-11.1282848687,-11.7944939332,-11.1209441456,-10.3426111295,-9.969685392,-10.7200188875,-10.8363485488,-11.8692396502,-9.8153971061,-10.669274393,-10.3842250677,-9.9719513742,-10.0329357432,-9.8378734339,-9.8884825526,-11.4009790303,-10.4174717652,-10.5880139695,-9.9082095286,-10.1583165373,-11.0550663749,-12.2114361499,-11.0397052234,-10.5843990691,-10.3714649906,-11.989279703,-10.8885553178,-10.5469325741,-9.6775439053,-9.8979341599,-9.7833540067,-12.7249500157,-9.8739276822,-11.6233239473,-10.860035014,-9.8686052255,-10.364844603,-10.4275868996,-10.8536933846
-10.053803291,-11.0729217732,-11.7407758586,-11.0161762209,-10.2465006343,-9.8806558744,-10.681850891,-10.7985312884,-11.78171652,-9.7600828131,-10.6111374444,-10.2992720673,-9.9383608946,-9.9283086052,-9.7286007043,-9.8241823285,-11.3554856973,-10.3126452687,-10.5153265729,-9.7958295964,-10.1060679038,-10.9538997428,-12.1739246427,-10.9345153704,-10.5537779243,-10.3146179726,-11.9533280474,-10.8524607083,-10.4361681772,-9.6097060682,-9.8712162441,-9.7004365745,-12.6619615437,-9.7809031975,-11.5300610678,-10.7692702274,-9.7615295322,-10.332759171,-10.4006232444,-10.7699493066
-9.9989541349,-11.012385082,-11.6820106232,-10.9091337891,-10.1473907325,-9.7878863323,-10.6394297644,-10.75774274,-11.6914148008,-9.7005011975,-10.5479984148,-10.2115059016,-9.9017968232,-9.8189264425,-9.6157418807,-9.7562538183,-11.305577164,-10.2025515635,-10.4379812342,-9.6791781017,-10.049849719,-10.8487142459,-12.1330238421,-10.8266126925,-10.5204865358,-10.2530006251,-11.9153571035,-10.8136058369,-10.3218167462,-9.5377516904,-9.8429274252,-9.6147964094,-12.5939388647,-9.6837813249,-11.4347360808,-10.6758244846,-9.6497500455,-10.2987698287,-10.370604442,-10.6835546587
-9.9397080437,-10.9498205108,-11.6209363463,-10.7982397363,-10.044200497,-9.6907647204,-10.5928203842,-10.7137984855,-11.5971071727,-9.6383973382,-10.4828337064,-10.1188034294,-9.8616052869,-9.7050870755,-9.4991296928,-9.6845938306,-11.2521347302,-10.0874115204,-10.3569925959,-9.5586779364,-9.989180639,-10.7397217032,-12.0879389135,-10.7159123194,-10.4840090861,-10.1895454717,-11.8753034811,-10.7719292173,-10.2038085914,-9.4625198559,-9.8130495476,-9.5243018686,-12.5232522034,-9.5821452486,-11.335114599,-10.5781037831,-9.5331338283,-10.2627942366,-10.3371912929,-10.5926521256
-9.8786956357,-10.8828161358,-11.5556130028,-10.6836805265,-9.9369313593,-9.5892001489,-10.5440096788,-10.6660950896,-11.4991507797,-9.5730375666,-10.4134446401,-10.0215105081,-9.818762151,-9.5871720339,-9.3789320717,-9.6090103324,-11.1958372604,-9.9677867451,-10.2721635133,-9.4342287725,-9.9268329179,-10.6272393494,-12.0402236892,-10.6024652062,-10.4442874782,-10.122076671,-11.8330302765,-10.727033207,-10.0822948627,-9.3834798444,-9.7813920477,-9.4292773136,-12.4485379042,-9.476191431,-11.2316052961,-10.4765203662,-9.4118537496,-10.224280667,-10.2997706729,-10.4976678773
-9.813666954,-10.8121065678,-11.4868146842,-10.565481529,-9.825537155,-9.483068903,-10.4912301346,-10.6160714512,-11.3975082073,-9.5049877938,-10.3401610465,-9.9198462882,-9.7735970133,-9.465056427,-9.2552790634,-9.5294974543,-11.1360129573,-9.8435189239,-10.1829499536,-9.3060714889,-9.8603262219,-10.511145989,-11.9898835643,-10.4862937266,-10.4036299181,-10.050954469,-11.7880932961,-10.6790191471,-9.9574297633,-9.3006661846,-9.7474064261,-9.3300995696,-12.3702408649,-9.365746179,-11.1242663016,-10.3711134898,-9.2861901502,-10.1834812276,-10.2607535483,-10.39900578
