"","f2","f3","fs2","fs3","alpha"
"1",0.500657088559121,0.722966984108836,0.436903531333432,-0.225084455999359,-0.215745549431443
"2",0.101207041193172,-0.583037916447595,0.524099117409065,-0.66015881806016,0.0348419042401016
"3",-0.32232181847021,-0.563074965858832,-0.397666484874859,-0.593542045961693,-0.125724858759716
"4",0.710996485665813,0.464369569240138,0.543412746429443,-0.301709579586238,-0.256762556165084
"5",-0.581120950635523,-0.574215206407756,-0.460493716116622,0.500745500571281,0.720916860860586
"6",0.544401696714386,-0.623211041361466,0.107615319820121,-0.156246306714788,-0.510674464850128
"7",0.314506125551835,-0.57542449060306,-0.525254835503548,-0.33046847249642,0.318697264612094
"8",0.21688444972299,-0.692993143274635,0.606460781992972,-0.466295618165657,-0.288116846180335
"9",-0.50860390644297,-0.341519331655279,-0.144769950406998,0.632080081108213,0.683854498172924
"10",-0.278323779956996,-0.722915067353472,-0.701169965062663,-0.567949902670831,-0.577392219438776
"11",-0.630066368098557,-0.217605728693306,-0.46381612748839,-0.572300193892419,0.525834696892276
"12",0.744931097655743,-0.523052729548141,0.638953902741894,-0.0745083993699401,0.289799568158388
"13",0.476648078474402,-0.73507681847103,-0.611081217338145,0.129212345457822,0.22341598129943
"14",-0.62713368418999,0.120557573821023,0.260631721059978,-0.512656629161164,0.122871572915092
"15",0.620875545430183,-0.303436054133624,0.130767207904905,-0.645691463404521,-0.113410711456463
"16",-0.661425876940787,-0.0712207186698913,0.223989816531911,0.08172950017564,-0.455982498419285
"17",-0.395169599911198,-0.46854613266997,-0.682600887708366,0.341268141365051,-0.218357998988405
"18",-0.804045822874457,-0.330655514661595,0.530953272959217,0.122727173058316,0.254585009130463
"19",-0.628302572743595,0.301738701882586,-0.62590002463609,-0.591271573059633,-0.603470809732378
"20",0.158184116629511,0.622758697528392,0.0555602757759392,-0.303489256322011,-0.527465060920641
"21",0.549873483080789,0.547993726941198,-0.546434463689104,-0.706070714274421,-0.25245174677223
"22",0.589268089771271,-0.601161883818731,0.0927626999206841,-0.402821540507674,0.727461728436127
"23",0.680978156957775,-0.410818222650141,-0.139997567852214,-0.344708264989778,-0.306525351754949
"24",0.25977884815,-0.306715567718446,-0.585510874538869,0.300298200794309,-0.629265348675474
"25",-0.410954693149403,0.493137464851886,-0.0777813829757273,-0.651741239462048,0.57844944014512
"26",-0.539119962607324,0.0533419337749481,0.604913478503749,0.380941384701058,0.449093838888034
"27",-0.594492047987506,-0.200888018068671,0.711438049126417,0.244111578027532,-0.180235763701051
"28",0.70250367741622,-0.567746741768345,0.00144374626763155,0.644514972610027,-0.320862257282436
"29",-0.448637124368921,0.10226885590367,-0.00633155100196603,0.179502161661908,-0.166649610209838
"30",-0.226935584998131,-0.319861042895541,0.240310699438676,-0.697118802631646,0.239795423062146
"31",-0.126585558249429,-0.612905893766135,-0.212410789984092,-0.456926907508075,-0.728722297917306
"32",-0.407495474636182,-0.75793689808473,0.43064823435843,-0.230457899795473,-0.236791949535534
"33",-0.0644767450518906,-0.00808556351289158,-0.63202530057393,-0.0086529732644558,-0.27227592728585
"34",-0.691094218534231,-0.526885969126597,-0.711467024766654,0.561841481649503,0.128127875978127
"35",0.681830959228799,0.758788684054464,-0.508657144838944,0.482919435609877,0.369871183150634
"36",-0.431802434533462,-0.606447231853008,0.519371416362748,0.571045326258987,0.134235608064383
"37",0.406811213960871,0.668932626537606,0.00763341140523544,0.592921681623161,0.273992656842247
"38",0.133672554657236,0.664485158375278,-0.183254900081083,-0.438873981473967,0.640293487268686
"39",0.0989252006348222,0.663941711456329,-0.724545550094545,-0.388697246878222,0.283899049169943
"40",0.214062372875214,0.480191848548874,0.554088648409024,0.643165662840754,0.150634659395367
"41",0.457980122727528,0.751608157816529,0.296730525488407,-0.00228826711103325,-0.673752495134994
"42",0.516510071554408,0.15477508877255,0.450925659568608,-0.12274502476044,-0.220544349353015
"43",-0.125351460536197,0.570865889795497,-0.0593329218730331,0.00983873991705475,-0.364151185242459
"44",0.478071597983316,0.583953827702627,-0.116300158393383,0.213886346710101,0.677866364176199
"45",0.801061880046502,-0.316449601860717,0.096608534893766,0.281684433142096,-0.499065911801904
"46",0.462989805817604,0.313827878860384,-0.78858499144949,-0.087841098735854,0.420213537811115
"47",0.766454609980062,0.455257918410003,-0.643839610843733,0.685970769826695,0.337103939695284
"48",0.317947556117922,0.694294268766046,0.242058207449317,0.377657693110034,0.663594964331761
"49",0.551431881161407,-0.0345157388336956,-0.181436521013081,0.361282457261533,-0.428686024781689
"50",-0.480237446261197,0.625181229444221,0.651028900903463,0.67927766010426,0.520197248643637
"51",0.192093583823741,-0.231301659345627,0.75973769540675,0.650645084894448,-0.26928567022644
"52",-0.199645575169101,0.679632438645139,0.275778767950833,0.0396568936549127,-0.72514398156479
"53",0.381299012600258,-0.150747677727416,-0.356288780124858,-0.295829926563054,0.574847565359622
"54",0.23804081707634,-0.00268728291355069,0.282017124240845,-0.257009396359324,0.771185671600327
"55",-0.66556354720369,-0.461454412302747,-0.294614623053372,-0.16658279742822,-0.730789022217318
"56",-0.477627967083082,0.68676295479238,0.491785572876036,0.4071903967008,-0.158884161239862
"57",-0.539295003079623,-0.139199845571816,0.352246521360055,0.316154036501795,-0.662977626456693
"58",0.757911126375943,0.653668887830526,-0.573738816936687,0.0198663978025317,0.768557948293909
"59",-0.194823708473891,0.716465999767184,-0.0885418601587414,0.485147095818818,0.684951312041655
"60",-0.370523102980852,0.226435186146572,0.244267882557586,-0.653191709940508,-0.732157525138184
"61",-0.12925039286986,-0.369727464602888,0.564241939405724,-0.0407401359539479,-0.210731879459321
"62",-0.0619506939906627,-0.488403764881566,-0.774475747571886,-0.676951952947676,0.581293108319864
"63",-0.270363894562051,-0.443354472219944,0.776141733998433,0.665853395706788,0.715645149559155
"64",0.341554093455896,0.70847206261903,-0.263343434165791,0.76934892715998,-0.119604344594479
"65",0.311195327429101,0.130589337159693,-0.78375058051385,-0.530645451278612,0.233850533859432
"66",-0.72560946675092,0.31327707295008,-0.145612448304519,0.319155620699003,-0.746943692076951
"67",0.362266773993149,0.137027597748116,0.537946180648357,-0.554777688155323,0.646416105109081
"68",-0.0186273355681449,-0.413009065227956,0.155030397524312,-0.827723574509099,-0.61590040682815
"69",0.746421116973087,0.460555916623026,0.133518380002677,-0.53676802338101,-0.557100868160278
"70",-0.63552235664092,0.408222008952871,-0.159370519946143,-0.286011882548034,0.706673121384159
"71",0.222073129272834,0.158105113194138,0.61297697342895,-0.0917743228204548,0.473888550663367
"72",-0.375119897862151,-0.516603720289096,0.355729387731105,-0.685129129006341,-0.0565674689549953
"73",0.24291246186085,0.705719228984043,-0.706311979277805,0.225889002564549,-0.587175411143154
"74",-0.601475188629702,-0.744479987386242,0.709848948321119,-0.118592401664704,-0.73373302494362
"75",0.783031867699698,0.689990020379052,0.329872279018909,-0.683386774197966,-0.205559060807526
"76",0.139520937236398,-0.625457884376869,-0.330532949999347,0.0630607070501894,-0.641480523262173
"77",0.388946176987886,-0.497285604041815,0.572516861541197,0.726822556014731,-0.592286123844981
"78",-0.239001253227144,0.170900556946546,0.609045273127407,0.135982274499908,0.401705034693331
"79",-0.09019646162875,0.539379244007543,0.49786218352206,-0.72043511142917,0.496246585018933
